in1 in2 in3 in4 in5 out
-0.150 0.500 1.500 0.000 1.000 3.868
-0.150 0.500 1.500 0.000 1.250 4.423
-0.150 0.500 1.500 1.500 0.500 8.547
-0.150 0.500 1.500 1.500 0.750 9.372
-0.150 0.500 1.500 1.500 1.000 10.265
-0.150 0.500 1.500 1.500 1.250 11.123
0.000 -1.000 -3.000 -3.000 0.500 -26.830
0.000 -1.000 -3.000 -3.000 0.750 -29.424
0.000 -1.000 -3.000 -3.000 1.000 -32.223
0.000 -1.000 -3.000 -3.000 1.250 -34.847
0.000 -1.000 -3.000 -1.500 0.500 -21.162
0.000 -1.000 -3.000 -1.500 0.750 -23.403
0.000 -1.000 -3.000 -1.500 1.000 -25.827
0.000 -1.000 -3.000 -1.500 1.250 -28.146
0.000 -1.000 -3.000 0.000 0.500 -15.494
0.000 -1.000 -3.000 0.000 0.750 -17.383
0.000 -1.000 -3.000 0.000 1.000 -19.430
0.000 -1.000 -3.000 0.000 1.250 -21.446
0.000 -1.000 -3.000 1.500 0.500 -9.826
0.000 -1.000 -3.000 1.500 0.750 -11.362
0.000 -1.000 -3.000 1.500 1.000 -13.033
0.000 -1.000 -3.000 1.500 1.250 -14.746
0.000 -1.000 -1.500 -3.000 0.500 -22.087
0.000 -1.000 -1.500 -3.000 0.750 -24.681
0.000 -1.000 -1.500 -3.000 1.000 -27.480
0.000 -1.000 -1.500 -3.000 1.250 -30.104
0.000 -1.000 -1.500 -1.500 0.500 -16.419
0.000 -1.000 -1.500 -1.500 0.750 -18.660
0.000 -1.000 -1.500 -1.500 1.000 -21.084
0.000 -1.000 -1.500 -1.500 1.250 -23.403
0.000 -1.000 -1.500 0.000 0.500 -10.751
0.000 -1.000 -1.500 0.000 0.750 -12.640
0.000 -1.000 -1.500 0.000 1.000 -14.687
0.000 -1.000 -1.500 0.000 1.250 -16.703
0.000 -1.000 -1.500 1.500 0.500 -5.083
0.000 -1.000 -1.500 1.500 0.750 -6.619
0.000 -1.000 -1.500 1.500 1.000 -8.290
0.000 -1.000 -1.500 1.500 1.250 -10.003
0.000 -1.000 0.000 -3.000 0.500 -17.344
0.000 -1.000 0.000 -3.000 0.750 -19.938
0.000 -1.000 0.000 -3.000 1.000 -22.737
0.000 -1.000 0.000 -3.000 1.250 -25.361
0.000 -1.000 0.000 -1.500 0.500 -11.676
0.000 -1.000 0.000 -1.500 0.750 -13.917
0.000 -1.000 0.000 -1.500 1.000 -16.341
0.000 -1.000 0.000 -1.500 1.250 -18.660
0.000 -1.000 0.000 0.000 0.500 -6.008
0.000 -1.000 0.000 0.000 0.750 -7.897
0.000 -1.000 0.000 0.000 1.000 -9.944
0.000 -1.000 0.000 0.000 1.250 -11.960
0.000 -1.000 0.000 1.500 0.500 -0.340
0.000 -1.000 0.000 1.500 0.750 -1.876
0.000 -1.000 0.000 1.500 1.000 -3.547
0.000 -1.000 0.000 1.500 1.250 -5.260
0.000 -1.000 1.500 -3.000 0.500 -12.601
0.000 -1.000 1.500 -3.000 0.750 -15.195
0.000 -1.000 1.500 -3.000 1.000 -17.994
0.000 -1.000 1.500 -3.000 1.250 -20.618
0.000 -1.000 1.500 -1.500 0.500 -6.933
0.000 -1.000 1.500 -1.500 0.750 -9.174
0.000 -1.000 1.500 -1.500 1.000 -11.598
0.000 -1.000 1.500 -1.500 1.250 -13.917
0.000 -1.000 1.500 0.000 0.500 -1.265
0.000 -1.000 1.500 0.000 0.750 -3.154
0.000 -1.000 1.500 0.000 1.000 -5.201
0.000 -1.000 1.500 0.000 1.250 -7.217
0.000 -1.000 1.500 1.500 0.500 4.403
0.000 -1.000 1.500 1.500 0.750 2.867
0.000 -1.000 1.500 1.500 1.000 1.196
0.000 -1.000 1.500 1.500 1.250 -0.517
0.000 -0.500 -3.000 -3.000 0.500 -23.826
0.000 -0.500 -3.000 -3.000 0.750 -25.475
0.000 -0.500 -3.000 -3.000 1.000 -27.251
0.000 -0.500 -3.000 -3.000 1.250 -28.866
0.000 -0.500 -3.000 -1.500 0.500 -18.158
0.000 -0.500 -3.000 -1.500 0.750 -19.455
0.000 -0.500 -3.000 -1.500 1.000 -20.855
0.000 -0.500 -3.000 -1.500 1.250 -22.166
0.000 -0.500 -3.000 0.000 0.500 -12.490
0.000 -0.500 -3.000 0.000 0.750 -13.434
0.000 -0.500 -3.000 0.000 1.000 -14.458
0.000 -0.500 -3.000 0.000 1.250 -15.466
0.000 -0.500 -3.000 1.500 0.500 -6.822
0.000 -0.500 -3.000 1.500 0.750 -7.414
0.000 -0.500 -3.000 1.500 1.000 -8.061
0.000 -0.500 -3.000 1.500 1.250 -8.766
0.000 -0.500 -1.500 -3.000 0.500 -19.083
0.000 -0.500 -1.500 -3.000 0.750 -20.732
0.000 -0.500 -1.500 -3.000 1.000 -22.508
0.000 -0.500 -1.500 -3.000 1.250 -24.123
0.000 -0.500 -1.500 -1.500 0.500 -13.415
0.000 -0.500 -1.500 -1.500 0.750 -14.712
0.000 -0.500 -1.500 -1.500 1.000 -16.112
0.000 -0.500 -1.500 -1.500 1.250 -17.423
0.000 -0.500 -1.500 0.000 0.500 -7.747
0.000 -0.500 -1.500 0.000 0.750 -8.691
0.000 -0.500 -1.500 0.000 1.000 -9.715
0.000 -0.500 -1.500 0.000 1.250 -10.723
0.000 -0.500 -1.500 1.500 0.500 -2.079
0.000 -0.500 -1.500 1.500 0.750 -2.671
0.000 -0.500 -1.500 1.500 1.000 -3.318
0.000 -0.500 -1.500 1.500 1.250 -4.023
0.000 -0.500 0.000 -3.000 0.500 -14.340
0.000 -0.500 0.000 -3.000 0.750 -15.989
0.000 -0.500 0.000 -3.000 1.000 -17.765
0.000 -0.500 0.000 -3.000 1.250 -19.380
0.000 -0.500 0.000 -1.500 0.500 -8.672
0.000 -0.500 0.000 -1.500 0.750 -9.969
0.000 -0.500 0.000 -1.500 1.000 -11.369
0.000 -0.500 0.000 -1.500 1.250 -12.680
0.000 -0.500 0.000 0.000 0.500 -3.004
0.000 -0.500 0.000 0.000 0.750 -3.948
0.000 -0.500 0.000 0.000 1.000 -4.972
0.000 -0.500 0.000 0.000 1.250 -5.980
0.000 -0.500 0.000 1.500 0.500 2.664
0.000 -0.500 0.000 1.500 0.750 2.072
0.000 -0.500 0.000 1.500 1.000 1.425
0.000 -0.500 0.000 1.500 1.250 0.720
0.000 -0.500 1.500 -3.000 0.500 -9.597
0.000 -0.500 1.500 -3.000 0.750 -11.246
0.000 -0.500 1.500 -3.000 1.000 -13.022
0.000 -0.500 1.500 -3.000 1.250 -14.637
0.000 -0.500 1.500 -1.500 0.500 -3.929
0.000 -0.500 1.500 -1.500 0.750 -5.226
0.000 -0.500 1.500 -1.500 1.000 -6.626
0.000 -0.500 1.500 -1.500 1.250 -7.937
0.000 -0.500 1.500 0.000 0.500 1.739
0.000 -0.500 1.500 0.000 0.750 0.795
0.000 -0.500 1.500 0.000 1.000 -0.229
0.000 -0.500 1.500 0.000 1.250 -1.237
0.000 -0.500 1.500 1.500 0.500 7.407
0.000 -0.500 1.500 1.500 0.750 6.815
0.000 -0.500 1.500 1.500 1.000 6.168
0.000 -0.500 1.500 1.500 1.250 5.463
0.000 0.000 -3.000 -3.000 0.500 -20.822
0.000 0.000 -3.000 -3.000 0.750 -21.527
0.000 0.000 -3.000 -3.000 1.000 -22.279
0.000 0.000 -3.000 -3.000 1.250 -22.886
0.000 0.000 -3.000 -1.500 0.500 -15.154
0.000 0.000 -3.000 -1.500 0.750 -15.506
0.000 0.000 -3.000 -1.500 1.000 -15.883
0.000 0.000 -3.000 -1.500 1.250 -16.186
0.000 0.000 -3.000 0.000 0.500 -9.486
0.000 0.000 -3.000 0.000 0.750 -9.486
0.000 0.000 -3.000 0.000 1.000 -9.486
0.000 0.000 -3.000 0.000 1.250 -9.486
0.000 0.000 -3.000 1.500 0.500 -3.818
0.000 0.000 -3.000 1.500 0.750 -3.466
0.000 0.000 -3.000 1.500 1.000 -3.089
0.000 0.000 -3.000 1.500 1.250 -2.786
0.000 0.000 -1.500 -3.000 0.500 -16.079
0.000 0.000 -1.500 -3.000 0.750 -16.784
0.000 0.000 -1.500 -3.000 1.000 -17.536
0.000 0.000 -1.500 -3.000 1.250 -18.143
0.000 0.000 -1.500 -1.500 0.500 -10.411
0.000 0.000 -1.500 -1.500 0.750 -10.763
0.000 0.000 -1.500 -1.500 1.000 -11.140
0.000 0.000 -1.500 -1.500 1.250 -11.443
0.000 0.000 -1.500 0.000 0.500 -4.743
0.000 0.000 -1.500 0.000 0.750 -4.743
0.000 0.000 -1.500 0.000 1.000 -4.743
0.000 0.000 -1.500 0.000 1.250 -4.743
0.000 0.000 -1.500 1.500 0.500 0.925
0.000 0.000 -1.500 1.500 0.750 1.277
0.000 0.000 -1.500 1.500 1.000 1.654
0.000 0.000 -1.500 1.500 1.250 1.957
0.000 0.000 0.000 -3.000 0.500 -11.336
0.000 0.000 0.000 -3.000 0.750 -12.041
0.000 0.000 0.000 -3.000 1.000 -12.793
0.000 0.000 0.000 -3.000 1.250 -13.400
0.000 0.000 0.000 -1.500 0.500 -5.668
0.000 0.000 0.000 -1.500 0.750 -6.020
0.000 0.000 0.000 -1.500 1.000 -6.397
0.000 0.000 0.000 -1.500 1.250 -6.700
0.000 0.000 0.000 0.000 0.500 0.000
0.000 0.000 0.000 0.000 0.750 0.000
0.000 0.000 0.000 0.000 1.000 0.000
0.000 0.000 0.000 0.000 1.250 0.000
0.000 0.000 0.000 1.500 0.500 5.668
0.000 0.000 0.000 1.500 0.750 6.020
0.000 0.000 0.000 1.500 1.000 6.397
0.000 0.000 0.000 1.500 1.250 6.700
0.000 0.000 1.500 -3.000 0.500 -6.593
0.000 0.000 1.500 -3.000 0.750 -7.298
0.000 0.000 1.500 -3.000 1.000 -8.050
0.000 0.000 1.500 -3.000 1.250 -8.657
0.000 0.000 1.500 -1.500 0.500 -0.925
0.000 0.000 1.500 -1.500 0.750 -1.277
0.000 0.000 1.500 -1.500 1.000 -1.654
0.000 0.000 1.500 -1.500 1.250 -1.957
0.000 0.000 1.500 0.000 0.500 4.743
0.000 0.000 1.500 0.000 0.750 4.743
0.000 0.000 1.500 0.000 1.000 4.743
0.000 0.000 1.500 0.000 1.250 4.743
0.000 0.000 1.500 1.500 0.500 10.411
0.000 0.000 1.500 1.500 0.750 10.763
0.000 0.000 1.500 1.500 1.000 11.140
0.000 0.000 1.500 1.500 1.250 11.443
0.000 0.500 -3.000 -3.000 0.500 -17.818
0.000 0.500 -3.000 -3.000 0.750 -17.578
0.000 0.500 -3.000 -3.000 1.000 -17.307
0.000 0.500 -3.000 -3.000 1.250 -16.906
0.000 0.500 -3.000 -1.500 0.500 -12.150
0.000 0.500 -3.000 -1.500 0.750 -11.558
0.000 0.500 -3.000 -1.500 1.000 -10.911
0.000 0.500 -3.000 -1.500 1.250 -10.206
0.000 0.500 -3.000 0.000 0.500 -6.482
0.000 0.500 -3.000 0.000 0.750 -5.538
0.000 0.500 -3.000 0.000 1.000 -4.514
0.000 0.500 -3.000 0.000 1.250 -3.506
0.000 0.500 -3.000 1.500 0.500 -0.814
0.000 0.500 -3.000 1.500 0.750 0.483
0.000 0.500 -3.000 1.500 1.000 1.883
0.000 0.500 -3.000 1.500 1.250 3.194
0.000 0.500 -1.500 -3.000 0.500 -13.075
0.000 0.500 -1.500 -3.000 0.750 -12.835
0.000 0.500 -1.500 -3.000 1.000 -12.564
0.000 0.500 -1.500 -3.000 1.250 -12.163
0.000 0.500 -1.500 -1.500 0.500 -7.407
0.000 0.500 -1.500 -1.500 0.750 -6.815
0.000 0.500 -1.500 -1.500 1.000 -6.168
0.000 0.500 -1.500 -1.500 1.250 -5.463
0.000 0.500 -1.500 0.000 0.500 -1.739
0.000 0.500 -1.500 0.000 0.750 -0.795
0.000 0.500 -1.500 0.000 1.000 0.229
0.000 0.500 -1.500 0.000 1.250 1.237
0.000 0.500 -1.500 1.500 0.500 3.929
0.000 0.500 -1.500 1.500 0.750 5.226
0.000 0.500 -1.500 1.500 1.000 6.626
0.000 0.500 -1.500 1.500 1.250 7.937
0.000 0.500 0.000 -3.000 0.500 -8.332
0.000 0.500 0.000 -3.000 0.750 -8.092
0.000 0.500 0.000 -3.000 1.000 -7.821
0.000 0.500 0.000 -3.000 1.250 -7.420
0.000 0.500 0.000 -1.500 0.500 -2.664
0.000 0.500 0.000 -1.500 0.750 -2.072
0.000 0.500 0.000 -1.500 1.000 -1.425
0.000 0.500 0.000 -1.500 1.250 -0.720
0.000 0.500 0.000 0.000 0.500 3.004
0.000 0.500 0.000 0.000 0.750 3.948
0.000 0.500 0.000 0.000 1.000 4.972
0.000 0.500 0.000 0.000 1.250 5.980
0.000 0.500 0.000 1.500 0.500 8.672
0.000 0.500 0.000 1.500 0.750 9.969
0.000 0.500 0.000 1.500 1.000 11.369
0.000 0.500 0.000 1.500 1.250 12.680
0.000 0.500 1.500 -3.000 0.500 -3.589
0.000 0.500 1.500 -3.000 0.750 -3.349
0.000 0.500 1.500 -3.000 1.000 -3.078
0.000 0.500 1.500 -3.000 1.250 -2.677
0.000 0.500 1.500 -1.500 0.500 2.079
0.000 0.500 1.500 -1.500 0.750 2.671
0.000 0.500 1.500 -1.500 1.000 3.318
0.000 0.500 1.500 -1.500 1.250 4.023
0.000 0.500 1.500 0.000 0.500 7.747
0.000 0.500 1.500 0.000 0.750 8.691
0.000 0.500 1.500 0.000 1.000 9.715
0.000 0.500 1.500 0.000 1.250 10.723
0.000 0.500 1.500 1.500 0.500 13.415
0.000 0.500 1.500 1.500 0.750 14.712
0.000 0.500 1.500 1.500 1.000 16.112
0.000 0.500 1.500 1.500 1.250 17.423
0.150 -1.000 -3.000 -3.000 0.500 -21.962
0.150 -1.000 -3.000 -3.000 0.750 -24.084
0.150 -1.000 -3.000 -3.000 1.000 -26.376
0.150 -1.000 -3.000 -3.000 1.250 -28.546
0.150 -1.000 -3.000 -1.500 0.500 -16.294
0.150 -1.000 -3.000 -1.500 0.750 -18.064
0.150 -1.000 -3.000 -1.500 1.000 -19.980
0.150 -1.000 -3.000 -1.500 1.250 -21.846
0.150 -1.000 -3.000 0.000 0.500 -10.626
0.150 -1.000 -3.000 0.000 0.750 -12.043
0.150 -1.000 -3.000 0.000 1.000 -13.583
0.150 -1.000 -3.000 0.000 1.250 -15.146
0.150 -1.000 -3.000 1.500 0.500 -4.958
0.150 -1.000 -3.000 1.500 0.750 -6.023
0.150 -1.000 -3.000 1.500 1.000 -7.187
0.150 -1.000 -3.000 1.500 1.250 -8.446
0.150 -1.000 -1.500 -3.000 0.500 -17.219
0.150 -1.000 -1.500 -3.000 0.750 -19.341
0.150 -1.000 -1.500 -3.000 1.000 -21.633
0.150 -1.000 -1.500 -3.000 1.250 -23.803
0.150 -1.000 -1.500 -1.500 0.500 -11.551
0.150 -1.000 -1.500 -1.500 0.750 -13.321
0.150 -1.000 -1.500 -1.500 1.000 -15.237
0.150 -1.000 -1.500 -1.500 1.250 -17.103
0.150 -1.000 -1.500 0.000 0.500 -5.883
0.150 -1.000 -1.500 0.000 0.750 -7.300
0.150 -1.000 -1.500 0.000 1.000 -8.840
0.150 -1.000 -1.500 0.000 1.250 -10.403
0.150 -1.000 -1.500 1.500 0.500 -0.215
0.150 -1.000 -1.500 1.500 0.750 -1.280
0.150 -1.000 -1.500 1.500 1.000 -2.444
0.150 -1.000 -1.500 1.500 1.250 -3.703
0.150 -1.000 0.000 -3.000 0.500 -12.476
0.150 -1.000 0.000 -3.000 0.750 -14.598
0.150 -1.000 0.000 -3.000 1.000 -16.890
0.150 -1.000 0.000 -3.000 1.250 -19.060
0.150 -1.000 0.000 -1.500 0.500 -6.808
0.150 -1.000 0.000 -1.500 0.750 -8.578
0.150 -1.000 0.000 -1.500 1.000 -10.494
0.150 -1.000 0.000 -1.500 1.250 -12.360
0.150 -1.000 0.000 0.000 0.500 -1.140
0.150 -1.000 0.000 0.000 0.750 -2.557
0.150 -1.000 0.000 0.000 1.000 -4.097
0.150 -1.000 0.000 0.000 1.250 -5.660
0.150 -1.000 0.000 1.500 0.500 4.528
0.150 -1.000 0.000 1.500 0.750 3.463
0.150 -1.000 0.000 1.500 1.000 2.299
0.150 -1.000 0.000 1.500 1.250 1.040
0.150 -1.000 1.500 -3.000 0.500 -7.733
0.150 -1.000 1.500 -3.000 0.750 -9.855
0.150 -1.000 1.500 -3.000 1.000 -12.147
0.150 -1.000 1.500 -3.000 1.250 -14.317
0.150 -1.000 1.500 -1.500 0.500 -2.065
0.150 -1.000 1.500 -1.500 0.750 -3.835
0.150 -1.000 1.500 -1.500 1.000 -5.751
0.150 -1.000 1.500 -1.500 1.250 -7.617
0.150 -1.000 1.500 0.000 0.500 3.603
0.150 -1.000 1.500 0.000 0.750 2.186
0.150 -1.000 1.500 0.000 1.000 0.646
0.150 -1.000 1.500 0.000 1.250 -0.917
0.150 -1.000 1.500 1.500 0.500 9.271
0.150 -1.000 1.500 1.500 0.750 8.206
0.150 -1.000 1.500 1.500 1.000 7.042
0.150 -1.000 1.500 1.500 1.250 5.783
0.150 -0.500 -3.000 -3.000 0.500 -18.958
0.150 -0.500 -3.000 -3.000 0.750 -20.136
0.150 -0.500 -3.000 -3.000 1.000 -21.404
0.150 -0.500 -3.000 -3.000 1.250 -22.566
0.150 -0.500 -3.000 -1.500 0.500 -13.290
0.150 -0.500 -3.000 -1.500 0.750 -14.115
0.150 -0.500 -3.000 -1.500 1.000 -15.008
0.150 -0.500 -3.000 -1.500 1.250 -15.866
0.150 -0.500 -3.000 0.000 0.500 -7.622
0.150 -0.500 -3.000 0.000 0.750 -8.095
0.150 -0.500 -3.000 0.000 1.000 -8.611
0.150 -0.500 -3.000 0.000 1.250 -9.166
0.150 -0.500 -3.000 1.500 0.500 -1.954
0.150 -0.500 -3.000 1.500 0.750 -2.074
0.150 -0.500 -3.000 1.500 1.000 -2.215
0.150 -0.500 -3.000 1.500 1.250 -2.466
0.150 -0.500 -1.500 -3.000 0.500 -14.215
0.150 -0.500 -1.500 -3.000 0.750 -15.393
0.150 -0.500 -1.500 -3.000 1.000 -16.661
0.150 -0.500 -1.500 -3.000 1.250 -17.823
0.150 -0.500 -1.500 -1.500 0.500 -8.547
0.150 -0.500 -1.500 -1.500 0.750 -9.372
0.150 -0.500 -1.500 -1.500 1.000 -10.265
0.150 -0.500 -1.500 -1.500 1.250 -11.123
0.150 -0.500 -1.500 0.000 0.500 -2.879
0.150 -0.500 -1.500 0.000 0.750 -3.352
0.150 -0.500 -1.500 0.000 1.000 -3.868
0.150 -0.500 -1.500 0.000 1.250 -4.423
0.150 -0.500 -1.500 1.500 0.500 2.789
0.150 -0.500 -1.500 1.500 0.750 2.669
0.150 -0.500 -1.500 1.500 1.000 2.528
0.150 -0.500 -1.500 1.500 1.250 2.277
0.150 -0.500 0.000 -3.000 0.500 -9.472
0.150 -0.500 0.000 -3.000 0.750 -10.650
0.150 -0.500 0.000 -3.000 1.000 -11.918
0.150 -0.500 0.000 -3.000 1.250 -13.080
0.150 -0.500 0.000 -1.500 0.500 -3.804
0.150 -0.500 0.000 -1.500 0.750 -4.629
0.150 -0.500 0.000 -1.500 1.000 -5.522
0.150 -0.500 0.000 -1.500 1.250 -6.380
0.150 -0.500 0.000 0.000 0.500 1.864
0.150 -0.500 0.000 0.000 0.750 1.391
0.150 -0.500 0.000 0.000 1.000 0.875
0.150 -0.500 0.000 0.000 1.250 0.320
0.150 -0.500 0.000 1.500 0.500 7.532
0.150 -0.500 0.000 1.500 0.750 7.412
0.150 -0.500 0.000 1.500 1.000 7.271
0.150 -0.500 0.000 1.500 1.250 7.020
0.150 -0.500 1.500 -3.000 0.500 -4.729
0.150 -0.500 1.500 -3.000 0.750 -5.907
0.150 -0.500 1.500 -3.000 1.000 -7.175
0.150 -0.500 1.500 -3.000 1.250 -8.337
0.150 -0.500 1.500 -1.500 0.500 0.939
0.150 -0.500 1.500 -1.500 0.750 0.114
0.150 -0.500 1.500 -1.500 1.000 -0.779
0.150 -0.500 1.500 -1.500 1.250 -1.637
0.150 -0.500 1.500 0.000 0.500 6.607
0.150 -0.500 1.500 0.000 0.750 6.134
0.150 -0.500 1.500 0.000 1.000 5.618
0.150 -0.500 1.500 0.000 1.250 5.063
0.150 -0.500 1.500 1.500 0.500 12.275
0.150 -0.500 1.500 1.500 0.750 12.155
0.150 -0.500 1.500 1.500 1.000 12.014
0.150 -0.500 1.500 1.500 1.250 11.763
0.150 0.000 -3.000 -3.000 0.500 -15.954
0.150 0.000 -3.000 -3.000 0.750 -16.187
0.150 0.000 -3.000 -3.000 1.000 -16.432
0.150 0.000 -3.000 -3.000 1.250 -16.586
0.150 0.000 -3.000 -1.500 0.500 -10.286
0.150 0.000 -3.000 -1.500 0.750 -10.167
0.150 0.000 -3.000 -1.500 1.000 -10.036
0.150 0.000 -3.000 -1.500 1.250 -9.886
0.150 0.000 -3.000 0.000 0.500 -4.618
0.150 0.000 -3.000 0.000 0.750 -4.146
0.150 0.000 -3.000 0.000 1.000 -3.639
0.150 0.000 -3.000 0.000 1.250 -3.186
0.150 0.000 -3.000 1.500 0.500 1.050
0.150 0.000 -3.000 1.500 0.750 1.874
0.150 0.000 -3.000 1.500 1.000 2.757
0.150 0.000 -3.000 1.500 1.250 3.514
0.150 0.000 -1.500 -3.000 0.500 -11.211
0.150 0.000 -1.500 -3.000 0.750 -11.444
0.150 0.000 -1.500 -3.000 1.000 -11.689
0.150 0.000 -1.500 -3.000 1.250 -11.843
0.150 0.000 -1.500 -1.500 0.500 -5.543
0.150 0.000 -1.500 -1.500 0.750 -5.424
0.150 0.000 -1.500 -1.500 1.000 -5.293
0.150 0.000 -1.500 -1.500 1.250 -5.143
0.150 0.000 -1.500 0.000 0.500 0.125
0.150 0.000 -1.500 0.000 0.750 0.597
0.150 0.000 -1.500 0.000 1.000 1.104
0.150 0.000 -1.500 0.000 1.250 1.557
0.150 0.000 -1.500 1.500 0.500 5.793
0.150 0.000 -1.500 1.500 0.750 6.617
0.150 0.000 -1.500 1.500 1.000 7.500
0.150 0.000 -1.500 1.500 1.250 8.257
0.150 0.000 0.000 -3.000 0.500 -6.468
0.150 0.000 0.000 -3.000 0.750 -6.701
0.150 0.000 0.000 -3.000 1.000 -6.946
0.150 0.000 0.000 -3.000 1.250 -7.100
0.150 0.000 0.000 -1.500 0.500 -0.800
0.150 0.000 0.000 -1.500 0.750 -0.681
0.150 0.000 0.000 -1.500 1.000 -0.550
0.150 0.000 0.000 -1.500 1.250 -0.400
0.150 0.000 0.000 0.000 0.500 4.868
0.150 0.000 0.000 0.000 0.750 5.340
0.150 0.000 0.000 0.000 1.000 5.847
0.150 0.000 0.000 0.000 1.250 6.300
0.150 0.000 0.000 1.500 0.500 10.536
0.150 0.000 0.000 1.500 0.750 11.360
0.150 0.000 0.000 1.500 1.000 12.243
0.150 0.000 0.000 1.500 1.250 13.000
0.150 0.000 1.500 -3.000 0.500 -1.725
0.150 0.000 1.500 -3.000 0.750 -1.958
0.150 0.000 1.500 -3.000 1.000 -2.203
0.150 0.000 1.500 -3.000 1.250 -2.357
0.150 0.000 1.500 -1.500 0.500 3.943
0.150 0.000 1.500 -1.500 0.750 4.062
0.150 0.000 1.500 -1.500 1.000 4.193
0.150 0.000 1.500 -1.500 1.250 4.343
0.150 0.000 1.500 0.000 0.500 9.611
0.150 0.000 1.500 0.000 0.750 10.083
0.150 0.000 1.500 0.000 1.000 10.590
0.150 0.000 1.500 0.000 1.250 11.043
0.150 0.000 1.500 1.500 0.500 15.279
0.150 0.000 1.500 1.500 0.750 16.103
0.150 0.000 1.500 1.500 1.000 16.986
0.150 0.000 1.500 1.500 1.250 17.743
0.150 0.500 -3.000 -3.000 0.500 -12.949
0.150 0.500 -3.000 -3.000 0.750 -12.239
0.150 0.500 -3.000 -3.000 1.000 -11.460
0.150 0.500 -3.000 -3.000 1.250 -10.606
0.150 0.500 -3.000 -1.500 0.500 -7.282
0.150 0.500 -3.000 -1.500 0.750 -6.218
0.150 0.500 -3.000 -1.500 1.000 -5.064
0.150 0.500 -3.000 -1.500 1.250 -3.906
0.150 0.500 -3.000 0.000 0.500 -1.614
0.150 0.500 -3.000 0.000 0.750 -0.198
0.150 0.500 -3.000 0.000 1.000 1.333
0.150 0.500 -3.000 0.000 1.250 2.794
0.150 0.500 -3.000 1.500 0.500 4.054
0.150 0.500 -3.000 1.500 0.750 5.823
0.150 0.500 -3.000 1.500 1.000 7.729
0.150 0.500 -3.000 1.500 1.250 9.494
0.150 0.500 -1.500 -3.000 0.500 -8.206
0.150 0.500 -1.500 -3.000 0.750 -7.496
0.150 0.500 -1.500 -3.000 1.000 -6.717
0.150 0.500 -1.500 -3.000 1.250 -5.863
0.150 0.500 -1.500 -1.500 0.500 -2.539
0.150 0.500 -1.500 -1.500 0.750 -1.475
0.150 0.500 -1.500 -1.500 1.000 -0.321
0.150 0.500 -1.500 -1.500 1.250 0.837
0.150 0.500 -1.500 0.000 0.500 3.129
0.150 0.500 -1.500 0.000 0.750 4.545
0.150 0.500 -1.500 0.000 1.000 6.076
0.150 0.500 -1.500 0.000 1.250 7.537
0.150 0.500 -1.500 1.500 0.500 8.797
0.150 0.500 -1.500 1.500 0.750 10.566
0.150 0.500 -1.500 1.500 1.000 12.472
0.150 0.500 -1.500 1.500 1.250 14.237
0.150 0.500 0.000 -3.000 0.500 -3.463
0.150 0.500 0.000 -3.000 0.750 -2.753
0.150 0.500 0.000 -3.000 1.000 -1.974
0.150 0.500 0.000 -3.000 1.250 -1.120
0.150 0.500 0.000 -1.500 0.500 2.204
0.150 0.500 0.000 -1.500 0.750 3.268
0.150 0.500 0.000 -1.500 1.000 4.422
0.150 0.500 0.000 -1.500 1.250 5.580
0.150 0.500 0.000 0.000 0.500 7.872
0.150 0.500 0.000 0.000 0.750 9.288
0.150 0.500 0.000 0.000 1.000 10.819
0.150 0.500 0.000 0.000 1.250 12.280
0.150 0.500 0.000 1.500 0.500 13.540
0.150 0.500 0.000 1.500 0.750 15.309
0.150 0.500 0.000 1.500 1.000 17.215
0.150 0.500 0.000 1.500 1.250 18.980
0.150 0.500 1.500 -3.000 0.500 1.280
0.150 0.500 1.500 -3.000 0.750 1.990
0.150 0.500 1.500 -3.000 1.000 2.769
0.150 0.500 1.500 -3.000 1.250 3.623
0.150 0.500 1.500 -1.500 0.500 6.947
0.150 0.500 1.500 -1.500 0.750 8.011
0.150 0.500 1.500 -1.500 1.000 9.165
0.150 0.500 1.500 -1.500 1.250 10.323
0.150 0.500 1.500 0.000 0.500 12.615
0.150 0.500 1.500 0.000 0.750 14.031
0.150 0.500 1.500 0.000 1.000 15.562
0.150 0.500 1.500 0.000 1.250 17.023
0.150 0.500 1.500 1.500 0.500 18.283
0.150 0.500 1.500 1.500 0.750 20.052
0.150 0.500 1.500 1.500 1.000 21.958
0.150 0.500 1.500 1.500 1.250 23.723
